pokemon_id,move_type,move_name,damage,eps,dps
330-flygon,fast,Disparo Lodo,5,11.7,10
330-flygon,fast,Cola Dragón,15,8.2,16.4
330-flygon,main,Terremoto,140,-27.8,46.7
330-flygon,main,Roca Afilada,100,-43.5,43.5
330-flygon,main,Garra Dragón,50,-19.4,35.3
330-flygon,main,Tierra Viva Elite TM,100,-13.9,33.3
330-flygon,main,Estruendo,140,-43.5,60.9
330-flygon,main,Frustración Shadow,10,-16.5,5
330-flygon,main,Retribución Purified,35,-47.1,50
331-cacnea,fast,Golpe Bajo,7,11.4,10
331-cacnea,fast,Picotazo Veneno,5,11.7,8.3
331-cacnea,main,Bomba Germen,55,-15.7,31.4
331-cacnea,main,Demolición,40,-20.6,25
331-cacnea,main,Hierba Lazo,90,-19.2,41.5
331-cacnea,main,Vendetta,100,-45.5,45.5
331-cacnea,main,Frustración Shadow,10,-16.5,5
331-cacnea,main,Retribución Purified,35,-47.1,50
332-cacturne,fast,Golpe Bajo,7,11.4,12
332-cacturne,fast,Puya Nociva,10,8.8,12.5
332-cacturne,main,Pulso Umbrío,80,-16.7,32
332-cacturne,main,Puño Dinámico,90,-18.5,33.3
332-cacturne,main,Hierba Lazo,90,-19.2,41.5
332-cacturne,main,Vendetta,100,-45.5,54.5
332-cacturne,main,Frustración Shadow,10,-16.5,5
332-cacturne,main,Retribución Purified,35,-47.1,50
333-swablu,fast,Picotazo,10,10,12
333-swablu,fast,Impresionar,8,12.7,7.3
333-swablu,main,Rayo Hielo,90,-15.2,27.3
333-swablu,main,Golpe Aéreo,55,-13.8,27.5
333-swablu,main,Voz Cautivadora,70,-8.5,17.9
334-altaria,fast,Dragoaliento,6,8,14.4
334-altaria,fast,Picotazo,10,10,12
334-altaria,main,Pulso Dragón,90,-13.9,30
334-altaria,main,Brillo Mágico,100,-14.3,28.6
334-altaria,main,Ataque Aéreo,80,-25,48
334-altaria,main,Fuerza Lunar Elite TM,130,-25.6,33.3
335-zangoose,fast,Corte Furia,3,15,7.5
335-zangoose,fast,Garra Umbría,9,8.6,12.9
335-zangoose,main,Excavar,100,-10.6,21.3
335-zangoose,main,Tajo Umbrío,50,-15,22.7
335-zangoose,main,A Bocajarro,100,-43.5,43.5
336-seviper,fast,Puya Nociva,10,8.8,15
336-seviper,fast,Cola Férrea,15,6.4,13.6
336-seviper,main,Constricción,60,-11.4,20.7
336-seviper,main,Colmillo Veneno,35,-19.4,24.7
336-seviper,main,Triturar,70,-10.3,21.9
337-lunatone,fast,Lanzarrocas,12,7.8,16
337-lunatone,fast,Confusión,20,9.4,15
337-lunatone,main,Avalancha,80,-18.5,35.6
337-lunatone,main,Fuerza Lunar,130,-25.6,33.3
337-lunatone,main,Psíquico,90,-17.9,38.6
338-solrock,fast,Lanzarrocas,12,7.8,16
338-solrock,fast,Confusión,20,9.4,15
338-solrock,main,Avalancha,80,-18.5,35.6
338-solrock,main,Psíquico,90,-17.9,38.6
338-solrock,main,Rayo Solar,180,-20.4,36.7
339-barboach,fast,Disparo Lodo,5,11.7,10
339-barboach,fast,Pistola Agua,5,10,12
339-barboach,main,Rayo Hielo,90,-15.2,27.3
339-barboach,main,Acua Cola,50,-17.4,31.6
339-barboach,main,Bomba Fango,55,-14.3,28.7
340-whiscash,fast,Disparo Lodo,5,11.7,10
340-whiscash,fast,Pistola Agua,5,10,12
340-whiscash,main,Ventisca,130,-32.3,41.9
340-whiscash,main,Bomba Fango,55,-14.3,28.7
340-whiscash,main,Hidropulso,70,-15.6,26.3
341-corphish,fast,Burbuja,12,11.7,12
341-corphish,fast,Golpe Roca,15,7.7,11.5
341-corphish,main,Agarre,35,-17.4,18.4
341-corphish,main,Rayo Burbuja,45,-17.4,28.4
341-corphish,main,Acua Jet,45,-12.7,20.8
342-crawdaunt,fast,Alarido,12,12.7,13.1
342-crawdaunt,fast,Cascada,16,6.7,16
342-crawdaunt,main,Agarre,35,-17.4,18.4
342-crawdaunt,main,Tajo Umbrío,50,-15,27.3
342-crawdaunt,main,Rayo Burbuja,45,-17.4,28.4
342-crawdaunt,main,Martillazo,85,-26.3,53.7
343-baltoy,fast,Confusión,20,9.4,15
343-baltoy,fast,Paranormal,12,10.9,13.1
343-baltoy,main,Excavar,100,-10.6,25.5
343-baltoy,main,Psicorrayo,70,-15.6,26.3
343-baltoy,main,Giro Bola,80,-15.2,24.2
344-claydol,fast,Confusión,20,9.4,15
344-claydol,fast,Paranormal,12,10.9,13.1
344-claydol,fast,Bofetón Lodo,18,8.6,15.4
344-claydol,main,Terremoto,140,-27.8,46.7
344-claydol,main,Psíquico,90,-17.9,38.6
344-claydol,main,Giro Bola,80,-15.2,24.2
344-claydol,main,Tierra Viva,100,-13.9,33.3
344-claydol,main,Rayo Hielo,90,-15.2,27.3
344-claydol,main,Bola Sombra,100,-16.7,33.3
344-claydol,main,Tumba Rocas,70,-15.6,21.9
345-lileep,fast,Ácido,9,10,11.3
345-lileep,fast,Acoso,10,12.7,9.1
345-lileep,main,Poder Pasado,70,-9.4,24
345-lileep,main,Hierba Lazo,90,-19.2,41.5
345-lileep,main,Manto Espejo,60,-19.2,23.1
345-lileep,main,Frustración Shadow,10,-16.5,5
345-lileep,main,Retribución Purified,35,-47.1,50
346-cradily,fast,Ácido,9,10,11.3
346-cradily,fast,Acoso,10,12.7,9.1
346-cradily,fast,Semilladora,8,12.7,8.7
346-cradily,main,Roca Afilada,100,-43.5,52.2
346-cradily,main,Terratemblor,80,-14.3,22.9
346-cradily,main,Hierba Lazo,90,-19.2,41.5
346-cradily,main,Frustración Shadow,10,-16.5,5
346-cradily,main,Retribución Purified,35,-47.1,50
347-anorith,fast,Arañazo,6,8,12
347-anorith,fast,Estoicismo,15,10,12
347-anorith,main,Acua Jet,45,-12.7,17.3
347-anorith,main,Poder Pasado,70,-9.4,24
347-anorith,main,Veneno X,40,-22,26.7
347-anorith,main,Frustración Shadow,10,-16.5,5
347-anorith,main,Retribución Purified,35,-47.1,50
348-armaldo,fast,Corte Furia,3,15,9
348-armaldo,fast,Estoicismo,15,10,12
348-armaldo,main,Veneno X,40,-22,26.7
348-armaldo,main,Hidropulso,70,-15.6,21.9
348-armaldo,main,Pedrada,50,-15.7,28.6
348-armaldo,main,Frustración Shadow,10,-16.5,5
348-armaldo,main,Retribución Purified,35,-47.1,50
349-feebas,fast,Placaje,5,10,10
349-feebas,fast,Salpicadura,0,11.6,0
349-feebas,main,Manto Espejo,60,-19.2,23.1
350-milotic,fast,Cola Dragón,15,8.2,13.6
350-milotic,fast,Cascada,16,6.7,16
350-milotic,fast,Pistola Agua Legacy,5,10,12
350-milotic,main,Hiperrayo,150,-26.3,39.5
350-milotic,main,Ventisca,130,-32.3,41.9
350-milotic,main,Surf,65,-29.4,45.9
351-castform,fast,Placaje,5,10,12
351-castform,fast,Infortunio,10,13.3,8.3
351-castform,fast,Mordisco Legacy,6,8,12
351-castform,fast,Golpe Roca Legacy,15,7.7,11.5
351-castform,main,Vendaval,110,-37,40.7
351-castform,main,Energibola,90,-12.8,23.1
351-castform,main,Meteorobola,55,-20.6,34.4
351-castform,main,Meteorobola,55,-20.6,41.3
351-castform,main,Poder Pasado Legacy,70,-9.4,20
351-castform,main,Pisotón Legacy,55,-29.4,38.8
351-castform,main,Triturar Legacy,70,-10.3,21.9
352-kecleon,fast,Golpe Bajo,7,11.4,10
352-kecleon,fast,Lengüetazo,5,12,10
352-kecleon,main,Lanzallamas,70,-22.7,31.8
352-kecleon,main,Rayo Hielo,90,-15.2,27.3
352-kecleon,main,Golpe Aéreo,55,-13.8,22.9
352-kecleon,main,Sombra Vil,50,-11.4,17.2
352-kecleon,main,Trueno,100,-41.7,41.7
352-kecleon,main,Juego Sucio,70,-25,35
353-shuppet,fast,Finta,10,10,11.1
353-shuppet,fast,Impresionar,8,12.7,8.7
353-shuppet,main,Sombra Vil,50,-11.4,20.7
353-shuppet,main,Viento Aciago,50,-14.3,26.1
353-shuppet,main,Tinieblas,60,-19.2,27.7
353-shuppet,main,Frustración Shadow,10,-16.5,5
353-shuppet,main,Retribución Purified,35,-47.1,50
354-banette,fast,Garra Umbría,9,8.6,15.4
354-banette,fast,Infortunio,10,13.3,10
354-banette,main,Bola Sombra,100,-16.7,40
354-banette,main,Trueno,100,-41.7,41.7
354-banette,main,Brillo Mágico,100,-14.3,28.6
354-banette,main,Frustración Shadow,10,-16.5,5
354-banette,main,Retribución Purified,35,-47.1,50
355-duskull,fast,Impresionar,8,12.7,8.7
355-duskull,fast,Infortunio,10,13.3,10
355-duskull,main,Sombra Vil,50,-11.4,20.7
355-duskull,main,Viento Aciago,50,-14.3,26.1
355-duskull,main,Tinieblas,60,-19.2,27.7
355-duskull,main,Frustración Shadow,10,-16.5,5
355-duskull,main,Retribución Purified,35,-47.1,50
356-dusclops,fast,Finta,10,10,11.1
356-dusclops,fast,Infortunio,10,13.3,10
356-dusclops,main,Puño Hielo,50,-17.4,26.3
356-dusclops,main,Puño Sombra,40,-19.4,28.2
356-dusclops,main,Puño Fuego,55,-15,25
356-dusclops,main,Poltergeist,140,-27.8,46.7
356-dusclops,main,Frustración Shadow,10,-16.5,5
356-dusclops,main,Retribución Purified,35,-47.1,50
477-dusknoir,fast,Impresionar,8,12.7,8.7
477-dusknoir,fast,Infortunio,10,13.3,10
477-dusknoir,main,Pulso Umbrío,80,-16.7,26.7
477-dusknoir,main,Viento Aciago,50,-14.3,26.1
477-dusknoir,main,Psíquico,90,-17.9,32.1
477-dusknoir,main,Bola Sombra Elite TM,100,-16.7,40
477-dusknoir,main,Poltergeist,140,-27.8,46.7
477-dusknoir,main,Frustración Shadow,10,-16.5,5
477-dusknoir,main,Retribución Purified,35,-47.1,50
357-tropius,fast,Hoja Afilada,13,7,15.6
357-tropius,fast,Tajo Aéreo,14,8.3,14
357-tropius,main,Golpe Aéreo,55,-13.8,27.5
357-tropius,main,Hoja Aguda,70,-13.8,35
357-tropius,main,Pisotón,55,-29.4,32.4
433-chingling,fast,Cabezazo Zen,12,9.1,13.1
433-chingling,fast,Impresionar,8,12.7,7.3
433-chingling,main,Constricción,60,-11.4,20.7
433-chingling,main,Psicocarga,65,-12.2,28.9
433-chingling,main,Bola Sombra,100,-16.7,33.3
358-chimecho,fast,Impresionar,8,12.7,7.3
358-chimecho,fast,Paranormal,12,10.9,13.1
358-chimecho,main,Psicocarga,65,-12.2,28.9
358-chimecho,main,Bola Sombra,100,-16.7,33.3
358-chimecho,main,Energibola,90,-12.8,23.1
359-absol,fast,Psicocorte,5,13.3,8.3
359-absol,fast,Alarido,12,12.7,13.1
359-absol,main,Pulso Umbrío,80,-16.7,32
359-absol,main,Megacuerno,110,-45.5,50
359-absol,main,Trueno,100,-41.7,41.7
359-absol,main,Vendetta,100,-45.5,54.5
359-absol,main,Frustración Shadow,10,-16.5,5
359-absol,main,Retribución Purified,35,-47.1,50
361-snorunt,fast,Nieve Polvo,6,15,7.2
361-snorunt,fast,Infortunio,10,13.3,8.3
361-snorunt,main,Bola Sombra,100,-16.7,33.3
361-snorunt,main,Viento Hielo,60,-10,21.8
361-snorunt,main,Alud,90,-18.5,40
362-glalie,fast,Canto Helado,12,10,12
362-glalie,fast,Vaho Gélido,10,8.9,13.3
362-glalie,main,Bola Sombra,100,-16.7,33.3
362-glalie,main,Alud,90,-18.5,40
362-glalie,main,Giro Bola,80,-15.2,24.2
478-froslass,fast,Nieve Polvo,6,15,7.2
478-froslass,fast,Infortunio,10,13.3,10
478-froslass,main,Bola Sombra,100,-16.7,40
478-froslass,main,Alud,90,-18.5,40
478-froslass,main,Triturar,70,-10.3,21.9
363-spheal,fast,Pistola Agua,5,10,12
363-spheal,fast,Golpe Roca,15,7.7,11.5
363-spheal,main,Hidropulso,70,-15.6,26.3
363-spheal,main,Golpe Cuerpo,50,-17.4,26.3
363-spheal,main,Rayo Aurora,80,-14.1,27
363-spheal,main,Frustración Shadow,10,-16.5,5
363-spheal,main,Retribución Purified,35,-47.1,50
364-sealeo,fast,Pistola Agua,5,10,12
364-sealeo,fast,Nieve Polvo,6,15,7.2
364-sealeo,main,Hidropulso,70,-15.6,26.3
364-sealeo,main,Golpe Cuerpo,50,-17.4,26.3
364-sealeo,main,Rayo Aurora,80,-14.1,27
364-sealeo,main,Frustración Shadow,10,-16.5,5
364-sealeo,main,Retribución Purified,35,-47.1,50
365-walrein,fast,Vaho Gélido,10,8.9,13.3
365-walrein,fast,Cascada,16,6.7,16
365-walrein,fast,Nieve Polvo Elite TM,6,15,7.2
365-walrein,main,Terremoto,140,-27.8,38.9
365-walrein,main,Ventisca,130,-32.3,50.3
365-walrein,main,Hidropulso,70,-15.6,26.3
365-walrein,main,Carámbano Elite TM,60,-15,32.7
365-walrein,main,Frustración Shadow,10,-16.5,5
365-walrein,main,Retribución Purified,35,-47.1,50
366-clamperl,fast,Pistola Agua,5,10,12
366-clamperl,main,Rayo Hielo,90,-15.2,27.3
366-clamperl,main,Hidropulso,70,-15.6,26.3
366-clamperl,main,Golpe Cuerpo,50,-17.4,26.3
367-huntail,fast,Mordisco,6,8,12
367-huntail,fast,Pistola Agua,5,10,12
367-huntail,main,Rayo Hielo,90,-15.2,27.3
367-huntail,main,Acua Cola,50,-17.4,31.6
367-huntail,main,Triturar,70,-10.3,21.9
368-gorebyss,fast,Pistola Agua,5,10,12
368-gorebyss,fast,Confusión,20,9.4,12.5
368-gorebyss,main,Beso Drenaje,60,-19.2,23.1
368-gorebyss,main,Hidropulso,70,-15.6,26.3
368-gorebyss,main,Psíquico,90,-17.9,32.1
369-relicanth,fast,Pistola Agua,5,10,12
369-relicanth,fast,Cabezazo Zen,12,9.1,10.9
369-relicanth,main,Acua Cola,50,-17.4,31.6
369-relicanth,main,Poder Pasado,70,-9.4,24
369-relicanth,main,Hidrobomba,130,-30.3,47.3
370-luvdisc,fast,Pistola Agua,5,10,12
370-luvdisc,fast,Salpicadura,0,11.6,0
370-luvdisc,main,Acua Jet,45,-12.7,20.8
370-luvdisc,main,Beso Drenaje,60,-19.2,23.1
370-luvdisc,main,Hidropulso,70,-15.6,26.3
371-bagon,fast,Mordisco,6,8,12
371-bagon,fast,Ascuas,10,10,10
371-bagon,main,Lanzallamas,70,-22.7,31.8
371-bagon,main,Ciclón,45,-11.8,19.3
371-bagon,main,Triturar,70,-10.3,21.9
371-bagon,main,Frustración Shadow,10,-16.5,5
371-bagon,main,Retribución Purified,35,-47.1,50
372-shelgon,fast,Dragoaliento,6,8,14.4
372-shelgon,fast,Ascuas,10,10,10
372-shelgon,main,Lanzallamas,70,-22.7,31.8
372-shelgon,main,Ciclón,45,-11.8,19.3
372-shelgon,main,Pulso Dragón,90,-13.9,30
372-shelgon,main,Frustración Shadow,10,-16.5,5
372-shelgon,main,Retribución Purified,35,-47.1,50
373-salamence,fast,Mordisco,6,8,12
373-salamence,fast,Colmillo Ígneo,12,8.9,13.3
373-salamence,fast,Cola Dragón,15,8.2,16.4
373-salamence,main,Llamarada,140,-23.8,33.3
373-salamence,main,Hidrobomba,130,-30.3,39.4
373-salamence,main,Cometa Draco,150,-27.8,50
373-salamence,main,Enfado Elite TM,110,-12.8,33.8
373-salamence,main,Frustración Shadow,10,-16.5,5
373-salamence,main,Retribución Purified,35,-47.1,50
374-beldum,fast,Derribo,8,8.3,6.7
374-beldum,main,Combate,35,0,15.9
374-beldum,main,Frustración Shadow,10,-16.5,5
374-beldum,main,Retribución Purified,35,-47.1,50
375-metang,fast,Garra Metal,8,10,13.7
375-metang,fast,Cabezazo Zen,12,9.1,13.1
375-metang,main,Psicocarga,65,-12.2,28.9
375-metang,main,Psíquico,90,-17.9,38.6
375-metang,main,Giro Bola,80,-15.2,29.1
375-metang,main,Frustración Shadow,10,-16.5,5
375-metang,main,Retribución Purified,35,-47.1,50
376-metagross,fast,Puño Bala,9,11.1,12
376-metagross,fast,Cabezazo Zen,12,9.1,13.1
376-metagross,main,Terremoto,140,-27.8,38.9
376-metagross,main,Foco Resplandor,100,-37,44.4
376-metagross,main,Psíquico,90,-17.9,38.6
376-metagross,main,Puño Meteoro Elite TM,100,-19.2,46.2
376-metagross,main,Frustración Shadow,10,-16.5,5
376-metagross,main,Retribución Purified,35,-47.1,50
377-regirock,fast,Lanzarrocas,12,7.8,16
377-regirock,fast,Golpe Roca,15,7.7,11.5
377-regirock,fast,Fijar Blanco,1,20,3.3
377-regirock,main,Roca Afilada,100,-43.5,52.2
377-regirock,main,Onda Certera,140,-28.6,40
377-regirock,main,Electrocañón,140,-27,37.8
377-regirock,main,Terremoto Elite TM,140,-27.8,38.9
378-regice,fast,Vaho Gélido,10,8.9,13.3
378-regice,fast,Golpe Roca,15,7.7,11.5
378-regice,fast,Fijar Blanco,1,20,3.3
378-regice,main,Terremoto,140,-27.8,38.9
378-regice,main,Ventisca,130,-32.3,50.3
378-regice,main,Onda Certera,140,-28.6,40
378-regice,main,Trueno Elite TM,100,-41.7,41.7
379-registeel,fast,Garra Metal,8,10,13.7
379-registeel,fast,Golpe Roca,15,7.7,11.5
379-registeel,fast,Fijar Blanco,1,20,3.3
379-registeel,main,Hiperrayo,150,-26.3,39.5
379-registeel,main,Foco Resplandor,100,-37,44.4
379-registeel,main,Onda Certera,140,-28.6,40
379-registeel,main,Electrocañón Elite TM,140,-27,37.8
380-latias,fast,Dragoaliento,6,8,14.4
380-latias,fast,Cabezazo Zen,12,9.1,13.1
380-latias,fast,Encanto,20,7.3,13.3
380-latias,main,Trueno,100,-41.7,41.7
380-latias,main,Psíquico,90,-17.9,38.6
380-latias,main,Enfado,110,-12.8,33.8
380-latias,main,Bola Neblina Elite TM,105,-50,63
381-latios,fast,Dragoaliento,6,8,14.4
381-latios,fast,Cabezazo Zen,12,9.1,13.1
381-latios,main,Garra Dragón,50,-19.4,35.3
381-latios,main,Psíquico,90,-17.9,38.6
381-latios,main,Rayo Solar,180,-20.4,36.7
381-latios,main,Resplandor Elite TM,100,-66.7,80
384-rayquaza,fast,Cola Dragón,15,8.2,16.4
384-rayquaza,fast,Tajo Aéreo,14,8.3,14
384-rayquaza,main,Golpe Aéreo,55,-13.8,27.5
384-rayquaza,main,Poder Pasado,70,-9.4,20
384-rayquaza,main,Enfado,110,-12.8,33.8
384-rayquaza,main,Vendaval Elite TM,110,-37,48.9
384-rayquaza,main,Vasto Impacto Elite TM,35,-41.3,52.5
385-jirachi,fast,Confusión,20,9.4,15
385-jirachi,fast,Rayo Carga,8,13.6,7.3
385-jirachi,main,Brillo Mágico,100,-14.3,28.6
385-jirachi,main,Psíquico,90,-17.9,38.6
385-jirachi,main,Deseo Oculto,70,-19.4,49.4
386-deoxys,fast,Cabezazo Zen,12,9.1,13.1
386-deoxys,fast,Rayo Carga,8,13.6,7.3
386-deoxys,main,Hiperrayo,150,-26.3,39.5
386-deoxys,main,Rayo,80,-20,32
386-deoxys,main,Psicoataque,70,-12.5,21
387-turtwig,fast,Hoja Afilada,13,7,15.6
387-turtwig,fast,Placaje,5,10,10
387-turtwig,main,Bomba Germen,55,-15.7,31.4
387-turtwig,main,Golpe Cuerpo,50,-17.4,26.3
387-turtwig,main,Energibola,90,-12.8,27.7
387-turtwig,main,Frustración Shadow,10,-16.5,5
387-turtwig,main,Retribución Purified,35,-47.1,50
388-grotle,fast,Mordisco,6,8,12
388-grotle,fast,Hoja Afilada,13,7,15.6
388-grotle,main,Rayo Solar,180,-20.4,44.1
388-grotle,main,Golpe Cuerpo,50,-17.4,26.3
388-grotle,main,Energibola,90,-12.8,27.7
388-grotle,main,Frustración Shadow,10,-16.5,5
388-grotle,main,Retribución Purified,35,-47.1,50
389-torterra,fast,Mordisco,6,8,12
389-torterra,fast,Hoja Afilada,13,7,15.6
389-torterra,main,Terremoto,140,-27.8,46.7
389-torterra,main,Roca Afilada,100,-43.5,43.5
389-torterra,main,Rayo Solar,180,-20.4,44.1
389-torterra,main,Planta Feroz Elite TM,100,-19.2,46.2
389-torterra,main,Bucle Arena,60,-8.3,18
389-torterra,main,Frustración Shadow,10,-16.5,5
389-torterra,main,Retribución Purified,35,-47.1,50
390-chimchar,fast,Ascuas,10,10,12
390-chimchar,fast,Arañazo,6,8,12
390-chimchar,main,Rueda Fuego,60,-18.5,26.7
390-chimchar,main,Lanzallamas,70,-22.7,38.2
390-chimchar,main,Nitrocarga,70,-8.7,22.1
390-chimchar,main,Frustración Shadow,10,-16.5,5
390-chimchar,main,Retribución Purified,35,-47.1,50
391-monferno,fast,Ascuas,10,10,12
391-monferno,fast,Golpe Roca,15,7.7,13.8
391-monferno,main,Rueda Fuego,60,-18.5,26.7
391-monferno,main,Lanzallamas,70,-22.7,38.2
391-monferno,main,Puntapié,40,-17.4,25.3
391-monferno,main,Frustración Shadow,10,-16.5,5
391-monferno,main,Retribución Purified,35,-47.1,50
392-infernape,fast,Golpe Roca,15,7.7,13.8
392-infernape,fast,Giro Fuego,14,9.1,15.3
392-infernape,main,Lanzallamas,70,-22.7,38.2
392-infernape,main,Rayo Solar,180,-20.4,36.7
392-infernape,main,A Bocajarro,100,-43.5,52.2
392-infernape,main,Anillo Ígneo Elite TM,110,-15.2,40
392-infernape,main,Frustración Shadow,10,-16.5,5
392-infernape,main,Retribución Purified,35,-47.1,50
393-piplup,fast,Destructor,7,10,11.7
393-piplup,fast,Burbuja,12,11.7,12
393-piplup,main,Pico Taladro,65,-14.3,28.3
393-piplup,main,Rayo Burbuja,45,-17.4,28.4
393-piplup,main,Viento Hielo,60,-10,18.2
394-prinplup,fast,Garra Metal,8,10,11.4
394-prinplup,fast,Burbuja,12,11.7,12
394-prinplup,main,Rayo Burbuja,45,-17.4,28.4
394-prinplup,main,Hidrobomba,130,-30.3,47.3
394-prinplup,main,Viento Hielo,60,-10,18.2
395-empoleon,fast,Garra Metal,8,10,13.7
395-empoleon,fast,Cascada,16,6.7,16
395-empoleon,main,Foco Resplandor,100,-37,44.4
395-empoleon,main,Ventisca,130,-32.3,41.9
395-empoleon,main,Hidrobomba,130,-30.3,47.3
395-empoleon,main,Hidrocañón Elite TM,90,-26.3,56.8
395-empoleon,main,Pico Taladro,65,-14.3,28.3
396-starly,fast,Ataque Rápido,8,12.5,12
396-starly,fast,Placaje,5,10,12
396-starly,main,Golpe Aéreo,55,-13.8,27.5
396-starly,main,Pájaro Osado,130,-50,78
396-starly,main,Frustración Shadow,10,-16.5,6
396-starly,main,Retribución Purified,35,-47.1,60
397-staravia,fast,Ataque Ala,8,11.3,12
397-staravia,fast,Ataque Rápido,8,12.5,12
397-staravia,main,Onda Ígnea,95,-33.3,31.7
397-staravia,main,Golpe Aéreo,55,-13.8,27.5
397-staravia,main,Pájaro Osado,130,-50,78
397-staravia,main,Frustración Shadow,10,-16.5,6
397-staravia,main,Retribución Purified,35,-47.1,60
398-staraptor,fast,Ataque Ala,8,11.3,12
398-staraptor,fast,Ataque Rápido,8,12.5,12
398-staraptor,fast,Tornado Elite TM,25,10,15
398-staraptor,main,Onda Ígnea,95,-33.3,31.7
398-staraptor,main,A Bocajarro,100,-43.5,43.5
398-staraptor,main,Pájaro Osado,130,-50,78
398-staraptor,main,Frustración Shadow,10,-16.5,6
398-staraptor,main,Retribución Purified,35,-47.1,60
399-bidoof,fast,Placaje,5,10,12
399-bidoof,fast,Derribo,8,8.3,8
399-bidoof,main,Hipercolmillo,80,-20,38.4
399-bidoof,main,Hierba Lazo,90,-19.2,34.6
399-bidoof,main,Triturar,70,-10.3,21.9
399-bidoof,main,Rayo Hielo Elite TM,90,-15.2,27.3
399-bidoof,main,Bola Sombra Elite TM,100,-16.7,33.3
399-bidoof,main,Rayo Elite TM,80,-20,32
399-bidoof,main,Fuerza Bruta Elite TM,85,-16.7,28.3
399-bidoof,main,Frustración Shadow,10,-16.5,6
399-bidoof,main,Retribución Purified,35,-47.1,60
400-bibarel,fast,Pistola Agua,5,10,12
400-bibarel,fast,Derribo,8,8.3,8
400-bibarel,main,Hiperrayo,150,-26.3,47.4
400-bibarel,main,Hipercolmillo,80,-20,38.4
400-bibarel,main,Surf,65,-29.4,45.9
400-bibarel,main,Frustración Shadow,10,-16.5,6
400-bibarel,main,Retribución Purified,35,-47.1,60
401-kricketot,fast,Picadura,5,12,12
401-kricketot,fast,Estoicismo,15,10,12
401-kricketot,main,Combate,35,0,15.9
402-kricketune,fast,Corte Furia,3,15,9
402-kricketune,fast,Estoicismo,15,10,12
402-kricketune,main,Golpe Aéreo,55,-13.8,22.9
402-kricketune,main,Zumbido,100,-13.5,32.4
402-kricketune,main,Tijera X,45,-20.6,33.8
403-shinx,fast,Chispa,6,12.9,10.3
403-shinx,fast,Placaje,5,10,10
403-shinx,main,Chispazo,65,-13.2,31.2
403-shinx,main,Rayo,80,-20,38.4
403-shinx,main,Rapidez,60,-17.9,21.4
404-luxio,fast,Mordisco,6,8,12
404-luxio,fast,Chispa,6,12.9,10.3
404-luxio,main,Rayo,80,-20,38.4
404-luxio,main,Voltio Cruel,90,-19.2,41.5
404-luxio,main,Triturar,70,-10.3,21.9
405-luxray,fast,Chispa,6,12.9,10.3
405-luxray,fast,Alarido,12,12.7,10.9
405-luxray,fast,Poder Oculto,15,10,10
405-luxray,main,Hiperrayo,150,-26.3,39.5
405-luxray,main,Voltio Cruel,90,-19.2,41.5
405-luxray,main,Triturar,70,-10.3,21.9
405-luxray,main,Psicocolmillo Elite TM,30,-27.5,25
408-cranidos,fast,Cabezazo Zen,12,9.1,10.9
408-cranidos,fast,Derribo,8,8.3,6.7
408-cranidos,main,Poder Pasado,70,-9.4,24
408-cranidos,main,Tumba Rocas,70,-15.6,26.3
408-cranidos,main,Terratemblor,80,-14.3,22.9
409-rampardos,fast,Cabezazo Zen,12,9.1,10.9
409-rampardos,fast,Antiaéreo,16,6.7,16
409-rampardos,main,Lanzallamas,70,-22.7,31.8
409-rampardos,main,Avalancha,80,-18.5,35.6
409-rampardos,main,Enfado,110,-12.8,28.2
410-shieldon,fast,Placaje,5,10,10
410-shieldon,fast,Cola Férrea,15,6.4,16.4
410-shieldon,main,Poder Pasado,70,-9.4,24
410-shieldon,main,Tumba Rocas,70,-15.6,26.3
410-shieldon,main,Cuerpo Pesado,70,-23.8,40
411-bastiodon,fast,Cola Férrea,15,6.4,16.4
411-bastiodon,fast,Antiaéreo,16,6.7,16
411-bastiodon,main,Lanzallamas,70,-22.7,31.8
411-bastiodon,main,Roca Afilada,100,-43.5,52.2
411-bastiodon,main,Foco Resplandor,100,-37,44.4
412-burmy,fast,Picadura,5,12,12
412-burmy,fast,Placaje,5,10,10
412-burmy,main,Combate,35,0,15.9
413-wormadam,fast,Picadura,5,12,12
413-wormadam,fast,Confusión,20,9.4,12.5
413-wormadam,main,Psicorrayo,70,-15.6,21.9
413-wormadam,main,Zumbido,100,-13.5,32.4
413-wormadam,main,Energibola,90,-12.8,27.7
414-mothim,fast,Picadura,5,12,12
414-mothim,fast,Tajo Aéreo,14,8.3,14
414-mothim,main,Psicorrayo,70,-15.6,21.9
414-mothim,main,Golpe Aéreo,55,-13.8,27.5
414-mothim,main,Zumbido,100,-13.5,32.4
415-combee,fast,Picadura,5,12,12
415-combee,main,Zumbido,100,-13.5,32.4
416-vespiquen,fast,Picadura,5,12,12
416-vespiquen,fast,Picotazo Veneno,5,11.7,8.3
416-vespiquen,fast,Corte Furia,3,15,9
416-vespiquen,fast,Tajo Aéreo,14,8.3,14
416-vespiquen,main,Zumbido,100,-13.5,32.4
416-vespiquen,main,Joya de Luz,80,-17.2,27.6
416-vespiquen,main,Tijera X,45,-20.6,33.8
416-vespiquen,main,Aguijón Letal,50,-15,27.3
416-vespiquen,main,Doble Rayo,75,-17.2,31
417-pachirisu,fast,Chispa,6,12.9,10.3
417-pachirisu,fast,Voltiocambio,14,13.1,10.5
